fullVisitorId,totalRevenue
8946514554986669717,30720000.0
700225401855286769,179160000.0
3315850109243126332,173880000.0
5693109963199016413,207490000.0
3798576854040953242,179970000.0
9562948220302753056,55990000.0
7366648314975511623,42040000.0
2665204442613686910,13290000.0
6416811485882520793,33980000.0
7168226225550508027,593910000.0
4357414011161520512,10990000.0
62722204677243801,30390000.0
9228091811246318377,305490000.0
384990845055862114,6990000.0
8092136662808852323,598200000.0
3654857757910532216,95970000.0
8146644046556936641,15190000.0
2402527199731150932,3270100000.0
0463325773564352787,235960000.0
661947368755840479,236790000.0
4395471984561333181,16970000.0
3412601168298155096,7480000.0
1759779356678951325,4086200000.0
3508419666243874603,300350000.0
9851027407827249742,44580000.0
5923014411436562598,105540000.0
3831723766212483216,59990000.0
4664319107970739921,16990000.0
764274607292877218,244040000.0
7488710348710523001,64700000.0
5828412432443212029,241250000.0
205818826345710444,11960000.0
5613784133853070022,335310000.0
791462951878788065,165110000.0
1977256117656372433,31930000.0
4692146566453742608,74590000.0
406001208091891832,96770000.0
4261759267361269648,46430000.0
9492321535184723478,111160000.0
2875842843843422362,107960000.0
3560820276518060023,9980000.0
5820498420449602355,10990000.0
8769206328217001636,16990000.0
1253103077765832819,19990000.0
914215065327707355,13970000.0
2519100032925370597,93940000.0
987390821892515431,50000000.0
072965257504694282,16790000.0
689752308200679975,16990000.0
5843958474903500870,8980000.0
4985703629807810187,31980000.0
3980601042365877663,139650000.0
1029323150011228171,124410000.0
3972031438204538458,38350000.0
8611515155255472281,17590000.0
4134498426819570935,37960000.0
1271739936649587420,239960000.0
7638336411447332495,1577490000.0
2553957087129235590,53560000.0
8708692061686223002,18990000.0
4305270415377533885,80760000.0
7265361594035996306,27180000.0
5828638042083405599,65950000.0
1216639212736323098,79990000.0
5891629539188709643,55990000.0
4345770444854846870,211580000.0
9013296840842675812,66980000.0
1292918695745531394,24970000.0
6954387213546558639,19190000.0
5265608620225309510,6490000.0
4921798700570421930,46560000.0
1599643548348828766,23960000.0
088808220383842202,196420000.0
3746316960999614032,397700000.0
5410962620762283927,3500000.0
7248001542527563650,55990000.0
099652446932071844,87960000.0
0542979939655528437,119990000.0
7195505318139600129,136810000.0
0175318834283875506,528600000.0
4843786684243145195,39980000.0
210152444901624684,95940000.0
4907909077188298193,746800000.0
0701601838005591363,502880000.0
1735733574864942932,108720000.0
9989175626794898064,17590000.0
3102343581929921848,43980000.0
3087800167641443127,54320000.0
0375962687766031488,23490000.0
2806198238051869421,326990000.0
8681025856854625526,21990000.0
4995924842281653133,127970000.0
3484260723427894385,42600000.0
3648111227535332603,41980000.0
0878949404798596684,14500000.0
8287144117447582539,109450000.0
8613294078987378632,8970000.0
5082249112356633720,295800000.0
4447376418318165565,35280000.0
3346100016851964940,27110000.0
6923363827219009344,87980000.0
1065674252175815694,346490000.0
7365317501077088080,81560000.0
28714765282885780,84310000.0
6180179196714828509,769290000.0
0534135751322735189,30960000.0
5488454547880118132,553320000.0
1144912080450618887,1594570000.0
8657427332734176422,2492030000.0
4392712461840431447,64390000.0
1814166460229302850,7042510000.0
1626167154986051036,17590000.0
9393064695401243962,24990000.0
9171860225687654488,40970000.0
5610631581931690167,67950000.0
126587065113364520,68850000.0
3290482216407456011,59940000.0
4671049020900082348,789580000.0
2592638729105052123,51960000.0
2198879349250618795,43140000.0
1806006534240481243,56980000.0
4697761145388027132,18990000.0
2325745722959450968,210160000.0
1892504515910818669,45130000.0
576962765196044517,28300000.0
6208898110027575945,239000000.0
9366501767240596824,27480000.0
4943672858297748788,17980000.0
9374906684711010516,275030000.0
9980323391675823795,38330000.0
2287406421504796570,295070000.0
9103254527726253075,110070000.0
2546464604912220860,1627310000.0
4055717475838572918,207630000.0
8744897619448167360,99640000.0
4830184868046076720,329910000.0
4140559214164857738,600650000.0
9620923631569343304,34990000.0
2828987368496366028,96550000.0
2393197369360097718,94490000.0
2542545800747473370,26790000.0
0216379390200329933,124770000.0
1379398622703975756,116780000.0
8488955366649910156,17480000.0
3908289773281629421,28290000.0
6040537284763371876,33470000.0
4303041016027387041,166420000.0
7770933674059715179,148730000.0
7696973731640073168,115510000.0
9494932638513134134,30890000.0
5484192431501913475,56770000.0
0460590127025597143,36000000.0
5082310728519609149,75350000.0
5791424839538217435,100000000.0
7048142789651941273,274390000.0
8520115029387302083,59470000.0
847691446006208389,893890000.0
1750514406451146951,81460000.0
6685093545421150818,25750000.0
5950059119124275683,79990000.0
0776257183737046172,39990000.0
910504852442385120,658790000.0
7291346718031890073,251180000.0
4647847058075406841,41180000.0
0840608732692239910,7960000.0
0365800323147392278,73080000.0
9335042568264282780,137650000.0
4697674744990809143,66950000.0
0394685600472849886,13590000.0
5322201987769163031,74990000.0
4921988083628435819,62590000.0
9321967957655029034,109710000.0
867296419046601844,69990000.0
2076013084401203762,13290000.0
9360023356351962017,248800000.0
372706149688864468,3470100000.0
813435824692883942,9550000.0
543454429875721280,75980000.0
9839986196824974326,10630000.0
8490287138289361598,263590000.0
4296109044601139440,55990000.0
6002698185791753794,105360000.0
4182504636922812318,144770000.0
9884876722285756468,21260000.0
5764332296932136654,45830000.0
1420571529363353703,80750000.0
553904149065456549,167970000.0
340785498701794891,28080000.0
4388070466320474204,281270000.0
3747190338602183092,139750000.0
2305532345161342267,18790000.0
517804428885255967,1267900000.0
597489337358394308,59970000.0
8395347447837292340,16990000.0
7647399051164881931,86380000.0
6273454334466338652,24990000.0
7239459406664799488,26400000.0
1682749722677874840,41990000.0
850560433361022079,15990000.0
8199640753422534996,5480000.0
2020115174591875878,1058600000.0
0290663072707523580,468650000.0
1021564728056895088,17990000.0
6101482146991214860,10370000.0
7514907909032668078,201610000.0
6207808178177919930,338000000.0
0738742613780622904,55990000.0
9426279967175711043,26300000.0
5179586107192059934,558250000.0
8518736572243003083,154040000.0
4525326450497146494,20980000.0
8653846523706419375,51530000.0
0123916055895596958,74430000.0
3685287394686697592,43440000.0
4135072833918022797,332260000.0
4163967138563839128,16580000.0
8843025310060521600,283350000.0
1121753578357585209,28300000.0
2513134404212328094,286590000.0
4728647319224183008,77960000.0
0057826677844639343,17590000.0
2718811501718036973,91370000.0
720843898955413491,41450000.0
5513331212846933396,556610000.0
0933609677016463494,13590000.0
7656154866854274850,4780000.0
5116095560753599175,35320000.0
5429642908355908578,42550000.0
7113011772090059658,3454410000.0
3968957980752374922,40770000.0
0829523931932991940,379750000.0
3269834865385146569,179900000.0
1226455663650597875,15980000.0
9293364933491818472,41980000.0
4939724029492758194,201570000.0
7619394198510596551,35110000.0
9069857677561627108,74990000.0
4038189788260707072,25180000.0
1075314772722686078,59990000.0
6760732402251466726,4330920000.0
1956307607572137989,5178710000.0
1338395065492103820,59990000.0
8075224072994529269,59170000.0
1489415395577768246,44790000.0
079827535407240779,178720000.0
8751305504518329482,3500000.0
8197879643797712877,4425160000.0
8359659445596139520,728200000.0
2193251253036865639,127760000.0
7311242886083854158,9507410000.0
9594790927947588163,288430000.0
097021672781707916,57580000.0
3122295275432356222,351010000.0
9252419163788953027,39990000.0
5253255590732315114,28410000.0
9056241680102285255,44790000.0
8772028441330038912,19990000.0
0123061672608906745,21990000.0
6548626246130862757,73570000.0
3274741740426447449,599500000.0
3804473994888997849,125970000.0
9392777155254383554,271800000.0
5421072236704434146,67980000.0
3022392995706412545,38380000.0
0388208942401904035,27160000.0
2269933673702362109,8790000.0
6030957980134486247,67960000.0
577572983337426313,279820000.0
6350637494394255961,139920000.0
7427669167259347728,16990000.0
0874430449698424125,4990000.0
60709694942461401,89550000.0
2424840844499220729,231920000.0
6147396474895233852,3265280000.0
1537806691973735253,24990000.0
1191483048689991981,35980000.0
4196418886710432062,70370000.0
1449837580028486750,30960000.0
8349616493393634157,191090000.0
3732860122805248629,34370000.0
3638533281784175478,16990000.0
4077897320198403283,217950000.0
5488842804207914661,27190000.0
6846751553116402578,24990000.0
5188970266238725427,16990000.0
7149538216925151697,232970000.0
4606500893659686682,43970000.0
4984366501121503466,9513900000.0
8322523238552417357,136570000.0
8223058588270427668,50390000.0
8542560995794563676,124900000.0
4673385160566403214,16990000.0
8474234016850664643,11960000.0
8534676356103269438,139940000.0
3118427910929660866,16990000.0
591513434559245487,18990000.0
0858529807992469732,197540000.0
5268978296636589518,68770000.0
1199286603466925741,52770000.0
1216652918682423609,21320000.0
7813149961404844386,2553310000.0
3976777755892990824,530010000.0
5480097913363459675,274750000.0
4408476978270760703,57560000.0
0495439147467768502,167980000.0
0466834914358216815,8990000.0
210628786566735899,4000000.0
0731600632766258810,157030000.0
0950533423538162266,66540000.0
82422266360134560,17180000.0
7758319996483955569,14000000.0
8436426603099391262,3254370000.0
7505277424930500785,1451410000.0
2998921651332045258,75860000.0
0644832033333540742,67160000.0
0036845666557576886,43980000.0
3368402213909723731,17590000.0
908686415962464519,346780000.0
1403162671089905435,30280000.0
659736568334808305,43570000.0
0850923639048818616,124750000.0
8628040343351521709,95920000.0
5520430103872483508,35180000.0
0901629341837469799,113400000.0
9725941383382274621,2933110000.0
9938760478533661623,59980000.0
871388660341234241,34990000.0
1379646428216790827,22950000.0
9032312082856632274,153520000.0
3089403106365222780,54370000.0
9144295364475960516,147970000.0
4919130510250676831,233700000.0
9026840718082010040,1408380000.0
0023593003187413047,259800000.0
9664379686822682449,56850000.0
9029794295932939024,7846350000.0
3030558096628515672,109650000.0
941920762595255747,13290000.0
6397256999351520171,17590000.0
9549186864389701668,10990000.0
8502947184347760637,51980000.0
5793320485525388525,8970000.0
8863754637499294953,16780000.0
9402079564301209149,15000000.0
8706577222412136430,21990000.0
2548634172843791136,117980000.0
5264936572592547766,19990000.0
2752688798072608210,487300000.0
4099631678878053818,2394900000.0
9523142287027067833,178450000.0
8986419064533048234,350160000.0
5488410709317944276,32980000.0
9242714675091818589,96960000.0
4569545618749569491,147160000.0
7857037940227176848,483550000.0
7730910474529586470,95980000.0
8652691250363359598,67490000.0
1173975954464050303,16990000.0
7170833000891918188,6370000.0
1160204963389257110,132570000.0
9227772112500941696,929790000.0
696485422549541300,51290000.0
1894617621308061010,41590000.0
8846681432728347342,63890000.0
5643846137033139935,13590000.0
2030673056529977476,57580000.0
8746023538656041551,98230000.0
6247107874762400007,28780000.0
9964914766556465853,17590000.0
1569663514316885370,55990000.0
8892948014519719730,19480000.0
0301659996849724915,17230000.0
147321363109389105,183940000.0
1661905858765979960,58790000.0
4179116258387284119,153870000.0
6373560301419479159,54370000.0
065245131914018329,17590000.0
5135901390896357467,193160000.0
2840425200216568867,7590000.0
6857053160956234395,47990000.0
3161406189281338784,79950000.0
6296763059019207281,784650000.0
5613042153656137919,35800000.0
9345236291311011831,13590000.0
1276106485558955732,38320000.0
5617770153245303309,927200000.0
1111470101899387454,38460000.0
9732592243898924812,12990000.0
0247838760263653172,47990000.0
9056455627173899052,581960000.0
4427647251308274607,13590000.0
4497523886443399219,16230000.0
1639072713254976825,19990000.0
9636637171171801959,21990000.0
1455159374538425132,51990000.0
2544471402172631001,19190000.0
0177033230963773622,65580000.0
5606893892996311532,10390000.0
5101144510494587618,79990000.0
2251631378177356773,12990000.0
4599631786671642661,17590000.0
7360450901646036236,35180000.0
0809877468690350103,15190000.0
7308095176976751222,691640000.0
0140251351786321746,18990000.0
9176503907934167761,96140000.0
2418262121452120781,23990000.0
1422501104538675956,47990000.0
9861005413077682433,351800000.0
1439992538528236582,13590000.0
3177380878023177492,81980000.0
6343976788312485834,47980000.0
5153919621232669944,119990000.0
4448909175588119772,47070000.0
0181702340849367627,47990000.0
2199528193864124688,289140000.0
909727084059682263,257100000.0
8472090725022323696,160700000.0
2691780862090038185,100770000.0
8718617809280052932,231200000.0
404745340758957118,47990000.0
3287424336851494398,528220000.0
3863816618038048965,76770000.0
1387652208392504646,378700000.0
6694358118277179176,10990000.0
6107633133973361052,35180000.0
0373835514183857496,3400000.0
1139019058919826253,2393400000.0
9701069095310895981,125290000.0
4590648138044772597,33590000.0
7640844068811990915,519000000.0
3319796982392946008,59970000.0
1805199738118049735,66140000.0
4613028274025406966,460800000.0
3541562648791714656,15990000.0
5178164180963000296,71940000.0
1862546724568841127,75960000.0
8863954266845477277,20990000.0
9565722193439879038,43100000.0
1845526144888947016,33590000.0
0007933257389091624,33590000.0
572157917313764141,59990000.0
6956595057053457863,34000000.0
4822026859805345733,100000000.0
3978671045380477627,59990000.0
573626487622057706,35180000.0
0588920124789640640,40770000.0
0961812362087421094,773840000.0
6730027102407598454,71960000.0
603042299452185006,149990000.0
2501241750007012804,91140000.0
3562942844715398564,65970000.0
7485857978148363792,6800000.0
0900425121344019826,32660000.0
3234804517559841754,33590000.0
144847938814859371,114330000.0
2738566684978524183,52770000.0
4610958010423030834,21990000.0
536428604379922267,24700000.0
0128432477990891906,263700000.0
1307179574652877975,33590000.0
9875621296770930505,73420000.0
515770511624914543,522220000.0
179180640146798691,262700000.0
8653598771564353072,42600000.0
9138519847203812444,51390000.0
84372863075461291,77810000.0
5303631326340222612,216430000.0
4561672056569887939,585180000.0
7215304408310414169,33590000.0
0316167355630094350,134360000.0
5526508111832118259,177550000.0
2231593693192690956,33590000.0
072256802357894342,15990000.0
2092692131178622106,8990000.0
4358918846442674981,230270000.0
2558254017558848934,193830000.0
7321764593218311455,33590000.0
4731182601049687306,27980000.0
4031993507382416569,67180000.0
163790840341192154,43720000.0
2974884819682691853,143880000.0
6152978475187911748,199490000.0
7033648135343948228,18990000.0
5576323206176807924,23980000.0
4501448098783068461,91500000.0
602050736534015192,33590000.0
0375177203688714985,21990000.0
689759983033395274,67180000.0
1916023905118162049,60510000.0
4531006492297832379,33590000.0
4799654034151044930,67180000.0
7427171717639638800,3500000.0
7548511681521037018,706840000.0
9072959041280024923,33590000.0
1561637306464183889,119990000.0
4305389123856047722,71180000.0
9999882818693474736,86360000.0
2348681849763325965,1892720000.0
3955127543379144640,671850000.0
6949079720834440423,43980000.0
9155837924786381268,32980000.0
9842018252636087308,21990000.0
6228323342506143080,179970000.0
051204193313789401,33560000.0
1749853719127085935,23990000.0
054873055567921661,55960000.0
9417971731855271040,358760000.0
0281714949411646,101530000.0
6002089299065068862,67180000.0
6986536761307654836,1278890000.0
6391993592802283286,28330000.0
9161549067325106850,21990000.0
5816804950318327923,1525750000.0
3238100225878296551,15190000.0
3701255466939392710,95940000.0
9740050408987139130,33590000.0
7080810108082424102,1990000.0
3552628610490649880,35980000.0
5713958052491086700,522790000.0
1511861170011403483,8990000.0
4706784512032490955,2390000.0
4859141843536295311,194500000.0
4162747595130139718,9990000.0
2819899369847395042,17590000.0
5255980674869468573,26380000.0
0090053188432158994,33590000.0
2952820296567657347,167950000.0
100290510717383378,23980000.0
2137863904587206285,25980000.0
9470918284099545159,33590000.0
5781421457688275960,61560000.0
2562758545519501123,33590000.0
7524176002865422001,16950000.0
5793599862151444630,319250000.0
1058991778060723026,100770000.0
5790295200922099943,75960000.0
1966516394463621548,15480000.0
8013293722895490429,33590000.0
6481748736257427496,67180000.0
6426341208737197562,55990000.0
4101261167017575761,15990000.0
1959133989198624732,78330000.0
8134457531307751744,19990000.0
6235193097799498353,24570000.0
1516347018012240739,33590000.0
9656501994601811869,10790000.0
0471753134403424239,15190000.0
6571750739526542034,74980000.0
3197533100947860058,910840000.0
5662114146782089874,80260000.0
7040157852320718513,191900000.0
9596545122550322974,85260000.0
0783843790747551730,33590000.0
3004393086111268702,35460000.0
3723930083196057545,28780000.0
5531566199556647886,210360000.0
8785104798900521933,42970000.0
1277222785270876004,40770000.0
4267209767907289538,22970000.0
6053028616737271033,138320000.0
9929551139809305177,45570000.0
892253650152462516,25000000.0
5535005184327242090,40970000.0
4907202367060796234,56170000.0
8128044276581168688,26380000.0
4687536620631231250,18990000.0
5921438305564932958,65360000.0
9843808262868142262,8990000.0
0887093002242975783,78370000.0
7361963700684002436,194690000.0
6542209208399539722,33590000.0
3444642706013409818,1812640000.0
9079614112770240084,251690000.0
5749321926429914801,78360000.0
6481113263464531302,131960000.0
5688849744235446525,107940000.0
6871033222959309564,111980000.0
0796318880123219460,19990000.0
5157249880623037663,62320000.0
7081230071374452681,197470000.0
2942212781099976151,127910000.0
4771113671766892657,279500000.0
7796255033922388892,122380000.0
2920950269946903107,55960000.0
0233838864461648235,41570000.0
9114724855928733,92910000.0
9013892688360363934,21990000.0
9224783500329448504,12990000.0
5716994513150474293,9990000.0
5944044194057529877,182540000.0
9415829283766056542,17590000.0
8835738429285274387,59980000.0
1978868515963084363,271910000.0
7224667489762072414,45980000.0
6299562525821185626,51990000.0
877309838741280237,85540000.0
09644182629851608,38380000.0
912047147025556789,18990000.0
7884946237152751790,460560000.0
3098102694893246712,30280000.0
3158455409969332495,1588580000.0
5151881094154298201,27980000.0
5852177506011549938,31680000.0
8304708431281283442,23990000.0
7917962954244786091,12990000.0
7187914700959981577,160620000.0
8172264470936054149,115140000.0
9560188227657174682,68160000.0
9213584705844626996,2400000.0
5466662603729331412,97190000.0
963236039015727097,47570000.0
4085972867127024343,81560000.0
2294757944914427558,507040000.0
1579091096057417396,23970000.0
9771437221362506189,567890000.0
8444725132150789814,740480000.0
5921955043410577506,40760000.0
9878888578038359547,37970000.0
1957458976293878100,6254590000.0
6873140036612855431,3138130000.0
9486814007484233175,815200000.0
1268621517820517686,45570000.0
2009706373973411398,60690000.0
3756657782077054596,32890000.0
8191371294306245008,98330000.0
5905965824605720787,18990000.0
0114365990396544051,127980000.0
3577891646273486122,44790000.0
4520949573809744051,62970000.0
3680244960768233462,252440000.0
2528617155272094595,220720000.0
3859415812077160469,71970000.0
0827721047010562264,129190000.0
476915905383539402,28780000.0
5271119113889748142,17590000.0
7121475808884851135,13590000.0
7588981130462792361,73470000.0
3450551762764650398,10780000.0
9963197880398595287,61960000.0
2624822252903671857,7190000.0
7444317848220127323,19590000.0
364476402815734772,53540000.0
2765600170836507620,15390000.0
9935363478089463685,290190000.0
0554420125524525961,84120000.0
411216216330611461,37980000.0
1049505592515499633,39980000.0
1553504908601719051,13470000.0
6326829918051380975,24990000.0
1383169934108618698,43980000.0
4697582732814209554,10390000.0
8768174564332889527,93500000.0
1768554881098224069,51990000.0
3533321695674569475,256700000.0
3938732013035143854,214360000.0
3093190077170021638,19190000.0
653069947099114599,99780000.0
6768557709167919793,24620000.0
5025697082538917996,18990000.0
4951643151731925261,91140000.0
053103585149589716,35180000.0
9065887794578941073,119980000.0
2108070425798338553,68980000.0
1426332006192749425,95130000.0
4136548162519732667,358390000.0
7048860667631832987,93280000.0
11018661240317813,13590000.0
3915503045313404486,151150000.0
4785301051218469370,122960000.0
8239950188993198154,24270000.0
5313510578745248325,18990000.0
4986779504370088443,18740000.0
8687098003338086511,69930000.0
9976366744327936965,104780000.0
8246185970156821721,70000000.0
7946922084654618670,47990000.0
658858637473021623,224670000.0
6965114057791256341,64250000.0
1507016731283408269,26580000.0
6085175520393840927,76250000.0
3071833903563103463,91160000.0
5389136612929666995,91150000.0
3714026769749334069,45970000.0
8673797451868502971,159380000.0
7017716009560683263,6990000.0
719177097546164785,35180000.0
9453866125712882796,15990000.0
5126345943829214148,468830000.0
2668844840079001245,38370000.0
7457632959414021289,69420000.0
047096740790346861,1679720000.0
963691201472234762,21990000.0
6600298028142783837,14990000.0
1255447654498305534,15980000.0
2867026002929382725,18380000.0
8047735225657051714,17590000.0
9582589783522027187,87960000.0
2892899402929470271,17590000.0
0376562994200094559,17590000.0
9251539913709157855,41590000.0
0737203878578307442,3400000.0
6366076487861546833,140730000.0
4343338159400542614,35680000.0
9359260991266226539,81510000.0
7721658360995727614,97530000.0
1277291733127967811,75130000.0
7054908618767753222,205940000.0
9716933405221058593,32770000.0
30065603726059858,59990000.0
8039691484832064792,167110000.0
7441074498173829277,1193720000.0
0399832142513362704,131700000.0
8704055191873808093,174900000.0
6633599178417941458,27980000.0
0677395089930872886,655780000.0
3942897577552138956,74220000.0
5522900869566252601,84070000.0
7325383005499170981,19990000.0
6318500377157429030,47270000.0
1423981447521775566,9990000.0
6157735317954084320,36570000.0
4323327229572677477,521040000.0
1713618540066353582,114310000.0
2832884882260579085,30380000.0
9889604268391942121,145460000.0
2309602132096899141,14000000.0
8355761719753398617,839050000.0
7708943184070673261,61530000.0
8419304880426571553,86570000.0
0450212169679268027,33980000.0
1576424350910365258,102000000.0
0367761934006650969,45560000.0
840869270723229324,52770000.0
20923604708675547,22490000.0
0687460225813487841,44000000.0
8096965336509131091,159980000.0
0376116041887932016,22770000.0
3486412872199485722,102320000.0
4350265769924662289,72950000.0
5639439309072550735,177230000.0
8597435503101952782,17590000.0
0640433429877929929,69570000.0
6539060480919883083,10500000.0
9956296141985415749,363000000.0
2962662746296004840,79400000.0
3192568753806448060,23990000.0
4075624190371781954,18990000.0
7357889665811382398,82750000.0
3800542336363535033,47270000.0
3055210275041063750,399960000.0
4939502163322695900,99990000.0
9344661624535255277,315400000.0
9551502606385487993,17590000.0
6835566619682056105,179140000.0
544881594944291741,25980000.0
1715019738580532246,59970000.0
0127023591980316160,119990000.0
1509207029214764906,98350000.0
7388569685498229285,623000000.0
8820042908642083525,193190000.0
6565636910376220215,13290000.0
4955635156977445979,15390000.0
1489909135644077602,279300000.0
5438595145932794360,17590000.0
9505488127999299537,35970000.0
3237848165870949181,105310000.0
4539142508391026479,33250000.0
5232491893355836466,26370000.0
1383687428379664179,269880000.0
8094654110755563827,314550000.0
7691826110185211654,42520000.0
1635733614240559508,46960000.0
8281062230897695095,34770000.0
681345956743814792,8790000.0
6010250598436085923,5676880000.0
9076167061423470043,49280000.0
6647549347363390343,79990000.0
6816536410771579463,62270000.0
8574963214851619381,8980000.0
1366491597789783868,25970000.0
2932777211022451270,17590000.0
1840851331130609869,79990000.0
2234651105488019330,39980000.0
0097554333515132659,66540000.0
8803053890420172020,15190000.0
4222446458749632858,75960000.0
0584063019196698257,154530000.0
0148238882500001807,69920000.0
3329885141648806984,2773580000.0
3968337484870623826,20980000.0
3394173117109321236,37200000.0
995837089950996818,200660000.0
2749850614385014789,40530000.0
4837811426952725553,18990000.0
4454314859344139851,13290000.0
9422501587775170340,28880000.0
0529281851523725509,17590000.0
382764578031539000,1419990000.0
628121127521169790,60730000.0
9083435306748007208,21980000.0
0038111265827681261,19970000.0
2969808094161834172,16990000.0
4527632410179600927,1059200000.0
0795237586276477780,55440000.0
6258496391273943408,44790000.0
1314821051379731442,32780000.0
6250794433541512669,50210000.0
2357073894289283929,599000000.0
5754152801419452566,55170000.0
9957433141256744131,20780000.0
6843737679875735650,26980000.0
5893488281163902408,152680000.0
6935939292011459030,275700000.0
3858877675940046816,4990000.0
0053237505965083554,5190000.0
849911807512427063,298800000.0
3388245352087757208,8790000.0
7078772937328563719,33990000.0
8461696435976971245,19990000.0
8793581808559142208,26580000.0
5688415060046821157,56760000.0
0177654337280434386,23980000.0
8391920835379946793,51560000.0
6029872331740528503,18980000.0
2236066284946239355,87990000.0
9389853808320852799,249050000.0
6547899271815832813,47800000.0
6705148419927864759,1115780000.0
0728302696788663197,7970000.0
4394657957253741368,41950000.0
5590743844926892757,1421700000.0
0963948011707780666,91540000.0
6616312769485144560,89970000.0
2838394030048546223,519740000.0
8125338238269523095,33980000.0
0012276352424581690,1159260000.0
1807168875830631146,268740000.0
3460816919511475769,9950000.0
7499829957338497070,35410000.0
9299565621663804989,13590000.0
2308970056076735364,47970000.0
2666111902144758507,223080000.0
7358793687985723141,55010000.0
6556035321168511797,19990000.0
9332976968342857288,27180000.0
1581658436877174164,495500000.0
1511822374866725842,44790000.0
0227223667732638007,153960000.0
4856298179013995726,22380000.0
0256722919815179482,137480000.0
9321444556064762523,41990000.0
3113291630696450894,16990000.0
2648793228325880987,20320000.0
6727676146823335338,186840000.0
9356220375344128149,90460000.0
9321249088840780912,16990000.0
5921938579267070727,60780000.0
4757786080947166229,30790000.0
3076174797058833907,310310000.0
3835079649540619535,29980000.0
5446026750047012560,78380000.0
7871079031879063569,50830000.0
833073323421806487,44790000.0
5130136663096173309,15990000.0
5545750051672358919,100000000.0
5182315067672512894,53960000.0
0854188600885318735,113770000.0
9393118300730881636,10390000.0
9212148589042702884,247100000.0
4922261995101726659,44130000.0
4198659676271460828,98970000.0
4068234234266916182,108630000.0
4636131731638181227,11190000.0
6004292356826819438,31990000.0
4959410280892365122,707860000.0
4988858664830039741,71850000.0
2592710753352218192,56940000.0
8845818020104828876,184470000.0
5184801136217183810,42430000.0
8053221637100558472,13590000.0
4458329221243726234,46380000.0
1008230340188426455,12990000.0
5826166060122171191,100700000.0
4547806108288494793,42960000.0
4633520197382116286,59970000.0
9341891163458549514,335110000.0
0754276461062540121,22380000.0
1735977019839664061,99990000.0
4795817876580995610,791320000.0
4199946232412788468,68960000.0
1152867987950849273,179160000.0
1813681220560942871,124540000.0
6288309266424888482,68550000.0
3855473804472998317,129370000.0
644061149609662421,111800000.0
6976453387139174353,171980000.0
4876602137205445870,103560000.0
0985098225619885190,40210000.0
0290333981372798422,29420000.0
3171569265705804808,29820000.0
7898871805036704666,56200000.0
2052214597044349027,100000000.0
1135520399480349729,19980000.0
6766597568771975772,95140000.0
5767690520460882634,141390000.0
5931995284701387562,76760000.0
308571427353527677,199980000.0
5868953614970352020,58340000.0
7321815150833739774,15990000.0
3813481911022270064,15990000.0
865605649206296435,37200000.0
1306634946811118456,478500000.0
9059923900109112880,39170000.0
63411837669447330,7970000.0
2535119751950226175,68710000.0
3650507823628321133,13590000.0
